pid,labels
5665,"3,17,85,86,58"
5666,"10,145,402,54,95"
5667,"336,296,411,420"
5668,"353,249,271,208,279,505"
5669,"64,72,10,44,80"
5670,"135,40,199,298,343"
5671,"64,105,493,80,145,318"
5672,"323,199,170,43,145,181,24"
5673,"192,452,38,296,460"
5674,"199,170,436,21,343,187"
5675,"199,169,170,426,111,337,274,311,123"
5676,"169,337,21,278,277,187"
5677,"265,395,396,49,340,24"
5678,"514,38,199,8,240,382"
5679,"224,41,40,160"
5680,"322,40,145,83,54"
5681,"5,331,207,21,22,28"
5682,"8,0,405,391"
5683,"40,131,406,159"
5684,"64,10,80,93"
5685,"327,456,265,8,271,276"
5686,"160,131,166,40,15,406,151"
5687,"135,231,74,141,118,26"
5688,"162,34,163,44,237,468"
5689,"323,199,170,43,145,181,24"
5690,"418,199,296,265,170,145,402,337,251"
5691,"3,4,15,16,188"
5692,"0,265,363,271,399"
5693,"3,267,111,115,21"
5694,"40,145,146,115,21"
5695,"160,128,334,494,184,186"
5696,"64,38,71,80,145,437,24"
5697,"64,80,145,402,54,55"
5698,"168,43,145,17,181,24"
5699,"360,462,271,218,475,255"
5700,"10,44,145,402,54,55"
5701,"241,131,193,406"
5702,"296,460,371,313,346"
5703,"128,135,41,431,215,186"
5704,"3,199,170,426,337,21,311,187,223"
5705,"38,137,493,240,145"
5706,"418,8,265,206,208,369"
5707,"454,10,220,221,31"
5708,"448,64,524,145,442"
5709,"128,195,41,42,204,13"
5710,"199,265,170,426,337,340,21,311,187,223"
5711,"0,38,8,206,240,249"
5712,"19,4,435,375"
5713,"291,326,105,271,220,221"
5714,"128,76,21,23,408,187"
5715,"325,115,53,21,187"
5716,"34,3,21,187,447"
5717,"160,199,296,334,371,374"
5718,"448,64,524,145,90"
5719,"420,296,49,83,54,24"
5720,"128,194,3,199,145,85,343"
5721,"135,199,169,431,281"
5722,"417,199,296,169,170,426,337,274,311"
5723,"64,323,199,170,43,80,24"
5724,"66,523,147,148,53,30"
5725,"128,160,166,40,76,15,23,151"
5726,"72,11,12,44,13,122"
5727,"265,399,272,271,216,380"
5728,"481,265,10,11,376,218"
5729,"3,4,294,262,105"
5730,"3,41,42,111,21,119"
5731,"454,220,221,510,31"
5732,"131,38,406,60,414,63"
5733,"260,454,170,145,402,31"
5734,"291,8,206,271,208,369"
5735,"231,74,111,404,118,26"
5736,"64,40,79,145,402"
5737,"72,11,12,44,60,61"
5738,"425,458,265,277,438"
5739,"40,10,145,83,54"
5740,"323,199,170,43,145,181,24"
5741,"131,142,145,245,478,31"
5742,"3,228,5,199,200,170,337,311"
5743,"3,28,21,190"
5744,"69,10,11,44,220,221"
5745,"3,35,40,41,243,184"
5746,"291,387,457,271,218"
5747,"385,3,4,5,85,183"
5748,"145,402,54,55,95"
5749,"233,10,11,205,51"
5750,"3,325,15,16,53"
5751,"41,48,21,182,191"
5752,"448,64,67,11,44,80"
5753,"525,366,271,279,249,218"
5754,"199,296,169,170,524,337,145,251"
5755,"448,64,10,54,24,25"
5756,"3,108,147,148,21"
5757,"514,355,8,271,111,404"
5758,"160,40,41,149,315"
5759,"165,199,74,303,382"
5760,"64,425,265,80,376"
5761,"394,10,220,221,255"
5762,"0,257,265,438,216"
5763,"160,423,268,528,311,120"
5764,"199,170,426,436,343,312,311"
5765,"524,145,402,54,55"
5766,"8,0,235,308"
5767,"43,145,242,181,24,220"
5768,"10,11,44,45,145,24,62"
5769,"32,417,296,300,31"
5770,"514,456,425,265,8,271"
5771,"100,325,40,111,275,53"
5772,"38,103,231,457,218,26"
5773,"38,47,240,24,91"
5774,"38,71,60,24,25,92"
5775,"326,105,10,220,221"
5776,"64,43,80,24,473"
5777,"38,231,8,240,308,26"
5778,"323,199,170,43,145,181,24"
5779,"420,296,49,23,24"
5780,"160,3,187,21,315"
5781,"34,3,169,170,21,187"
5782,"3,4,238,7"
5783,"391,8,206,208,369"
5784,"128,194,3,34,263,145"
5785,"72,11,12,44,220,221"
5786,"128,194,419,11,13,401,145"
5787,"326,105,10,220,221"
5788,"3,199,200,170,337,21,311,126"
5789,"455,199,170,426,396,395,271,337,311,223"
5790,"265,11,205,24,59,349"
5791,"326,105,10,220,221"
5792,"38,137,240,145,402"
5793,"4,262,105,238,15,17,56"
5794,"231,8,308,26,350"
5795,"259,199,170,426,436,343,311"
5796,"38,264,10,11,44,45,145"
5797,"128,38,175,21,182,87"
5798,"7,4,174,238"
5799,"294,3,4,238"
5800,"74,44,47,468,84,24"
5801,"128,194,3,108,145,21"
5802,"160,34,263,187,21,315"
5803,"296,428,411,420"
5804,"323,199,170,10,145,181,60"
5805,"32,259,199,169,170,426,311,31"
5806,"290,327,8,458,277,31"
5807,"64,489,220,90,60,221"
5808,"10,11,205,24,59"
5809,"128,194,100,40,145,21,187"
5810,"3,40,139,108,21"
5811,"448,64,524,335,145"
5812,"32,38,180,120,91,31"
5813,"199,169,170,21,248,187"
5814,"66,3,147,148,21,30"
5815,"265,211,212,376,254,216"
5816,"128,131,38,175,241,87"
5817,"3,199,200,41,170,42,337,21,311"
5818,"169,426,427,311"
5819,"322,323,199,170,43,54,24"
5820,"323,199,170,43,145,181,24"
5821,"64,74,303,21,124,93"
5822,"460,296,371,300"
5823,"10,11,109,220,221"
5824,"64,38,264,80,145,402"
5825,"3,199,200,170,337,21,311,187"
5826,"488,265,397,376,313"
5827,"128,38,71,175,240,24"
5828,"8,0,285,206"
5829,"320,34,143,17,18"
5830,"224,161,40,41,111"
5831,"288,455,522,271,498"
5832,"448,65,80,64"
5833,"34,228,5,263,21,187"
5834,"3,40,139,21,124"
5835,"425,265,399,208,209"
5836,"355,488,265,271,376"
5837,"64,384,265,80,49,24"
5838,"3,105,50,53,23"
5839,"128,129,40,208,369"
5840,"8,395,396,49,405,24"
5841,"515,131,265,241,145,478"
5842,"514,26,8,313,346,27"
5843,"160,166,40,15,151,315"
5844,"100,13,60,401,92,222"
5845,"40,466,131,134"
5846,"3,68,53,21,187"
5847,"3,19,4,375"
5848,"32,225,33,21,120,31"
5849,"74,145,146,115,21,283"
5850,"326,105,145,402,220,221"
5851,"145,115,83,21,54,502"
5852,"38,137,42,41,243,184"
5853,"128,288,195,296,497,507"
5854,"32,514,518,8,28,31"
5855,"69,169,170,11,44,426,508"
5856,"40,226,131"
5857,"448,64,130,128,313,346"
5858,"74,118,23"
5859,"3,4,15,16,188"
5860,"3,199,200,170,48,337,21,311"
5861,"488,8,265,235,400,255"
5862,"448,288,64,10,498,54"
5863,"3,17,18,21,187"
5864,"64,38,71,74,80,24,317"
5865,"128,194,34,143,145,21,187"
5866,"34,263,169,21,311,187"
5867,"64,11,205,80,220,221"
5868,"515,8,425,265,206"
5869,"1,2,456,265,271,376"
5870,"296,420,333,526"
5871,"323,199,170,43,145,181,24"
5872,"199,169,170,426,337,21,311,187,223"
5873,"160,40,41,42,139,334"
5874,"418,8,265,206,208,369"
5875,"68,111,115,53,21,123"
5876,"397,271,280,313,348,255"
5877,"38,231,199,169,26,63"
5878,"326,105,10,220,221"
5879,"131,197,296,460,241,60"
5880,"38,264,10,54,95"
5881,"160,514,40,8,111,404"
5882,"199,296,169,170,337,251"
5883,"3,41,42,21,126"
5884,"337,170,169"
5885,"74,430,303,207,53,28"
5886,"199,296,169,170,337,436,251"
5887,"160,131,41,149,315,159"
5888,"131,38,519,137,105,241"
5889,"456,355,429,271"
5890,"160,128,166,15,151,408,315"
5891,"40,169,139,21,311,187"
5892,"199,169,170,171,426,508"
5893,"34,3,263,21,187"
5894,"64,197,11,44,45,80,60"
5895,"484,456,265,271,273,255"
5896,"451,4,265,50,340,188"
5897,"128,41,42,215,186"
5898,"34,3,263,21,187"
5899,"34,3,263,21,187"
5900,"128,129,100,313,346,222"
5901,"160,33,147,148,21,315"
5902,"0,229,8,206,208,369"
5903,"160,199,40,111,404,382"
5904,"199,296,169,265,170,337,340,251"
5905,"3,455,271,17,18"
5906,"160,3,40,41,21,315"
5907,"513,265,458,277,376"
5908,"38,264,73,10,44,145"
5909,"199,200,296,170,108,300,337,21,311"
5910,"519,105,74,139,140,307"
5911,"193,406,131,134"
5912,"288,128,0,3,195,21"
5913,"34,3,263,21,187"
5914,"448,64,38,231,26,91"
5915,"34,3,263,21,187"
5916,"425,349,265,415"
5917,"131,134,199,169,170,171"
5918,"3,135,21,250,124"
5919,"231,8,308,26,350"
5920,"131,368,241,406,184"
5921,"199,169,170,426,265,399,337,311,223"
5922,"128,74,243,184,186,317"
5923,"3,4,262,7,105"
5924,"34,3,263,21,187"
5925,"0,290,391,8,216,31"
5926,"64,448,80,145,181"
5927,"297,340,341,265"
5928,"199,169,170,458,426,337,277,311,223"
5929,"131,38,137,241,91"
5930,"193,131,38,60,92,94"
5931,"3,262,105,51,52"
5932,"131,426,427,494,241,184"
5933,"160,131,166,40,15,151,159"
5934,"3,102,40,41,21"
5935,"8,514,405,391"
5936,"69,10,11,44,24,62"
5937,"4,5,331,301,19,21"
5938,"1,2,271,434,342"
5939,"323,199,170,43,145,181,24"
5940,"64,10,44,80,145,60"
5941,"384,233,265,49,51,24"
5942,"40,298,295,135"
5943,"322,323,199,233,170,51,54"
5944,"64,10,11,44,45,80,145"
5945,"34,263,21,187,447"
5946,"0,265,208,471,344"
5947,"19,4,174,183"
5948,"0,8,206,208,369"
5949,"3,199,200,41,170,337,311,286"
5950,"128,195,265,340,376"
5951,"111,112,115,21,123"
5952,"451,4,111,176,50,275"
5953,"64,448,524,80,145"
5954,"3,325,15,53,21,379"
5955,"355,265,271,370,438,216"
5956,"38,243,246,184,220,221"
5957,"3,199,200,41,170,42,337,21,311"
5958,"0,128,514,195,8"
5959,"38,231,240,23,26"
5960,"33,147,180,21,148,120"
5961,"523,301,53,21,287"
5962,"10,11,205,24,59"
5963,"448,64,10,524,145"
5964,"96,323,199,170,145,181,31"
5965,"3,430,15,16,53"
5966,"448,461,64,93"
5967,"199,169,21,343,187"
5968,"425,340,341,265"
5969,"97,228,5,296,507"
5970,"80,473,64,448"
5971,"60,145,402,24,345,92"
5972,"384,265,297,49,24"
5973,"64,10,44,80,145,54,55"
5974,"448,64,322,145,54,478"
5975,"105,265,23,376,318"
5976,"32,160,40,180,120,31"
5977,"320,332,17,53,21,187"
5978,"168,60,17,24,345,92"
5979,"197,38,296,137,460,60"
5980,"100,108,301,367,21"
5981,"265,429,271,409,26,27"
5982,"0,257,8,235,216"
5983,"13,60,401,23,92,31"
5984,"321,265,271,376,218,351"
5985,"3,111,16,15,284"
5986,"8,44,493,145,468,308"
5987,"38,391,8,103,240"
5988,"199,170,337,339,436,343"
5989,"0,456,8,235,271,216"
5990,"111,145,146,115,21,123"
5991,"34,199,200,170,337,21,311,187,447"
5992,"417,199,296,170,426,300,337,274,311"
5993,"3,199,200,170,337,21,311,124"
5994,"160,33,334,147,148,21"
5995,"64,493,80,145,402"
5996,"161,3,199,200,170,111,337,311"
5997,"38,264,145,402,54,95"
5998,"394,10,220,221,255"
5999,"384,199,169,170,426,265,337,311,223"
6000,"199,200,41,170,48,337,21,311,191"
6001,"64,65,524,80,145"
6002,"131,494,241,406,184"
6003,"355,26,271,313,346,350"
6004,"425,265,211,212,376,216"
6005,"34,263,208,471,479"
6006,"448,64,80,145,402"
6007,"33,3,108,21"
6008,"0,418,229,230,265,249"
6009,"34,263,41,21,187,286"
6010,"417,296,74,118,23"
6011,"32,177,180,120,30,31"
6012,"160,356,199,329,170,334"
6013,"43,145,181,23,24"
6014,"33,3,35,201,41,21"
6015,"169,108,21,311,187"
6016,"34,3,263,21,187"
6017,"38,297,265,13,401,94"
6018,"64,38,137,80,145,502"
6019,"456,488,265,271,344"
6020,"199,296,169,426,170,337,251,508"
6021,"3,19,4,238"
6022,"448,64,524,80,145"
6023,"3,199,200,170,337,21,311,187"
6024,"60,24,345,92,62"
6025,"96,258,131,241,31"
6026,"64,296,80,507,411"
6027,"425,265,365,208,209"
6028,"32,100,101,430,53,31"
6029,"1,265,208,209,434,349"
6030,"64,38,240,80,82"
6031,"3,13,14,120,121"
6032,"273,425,349,265"
6033,"192,128,38,408,60,414"
6034,"135,199,169,431,281"
6035,"64,296,74,526,303,80"
6036,"160,199,395,496,315,382"
6037,"296,371,300,411"
6038,"160,128,423,334,186"
6039,"10,53,220,221,287"
6040,"484,231,8,308,26,255"
6041,"34,3,263,21,187"
6042,"64,448,10,44,80,145"
6043,"64,10,11,44,80,145"
6044,"96,258,11,109,31"
6045,"384,353,199,265,170,426,271,337,311,223"
6046,"288,0,482,456,271,313"
6047,"199,170,171,426,337,274,436,311"
6048,"32,417,296,145,181,31"
6049,"3,199,200,170,337,21,311,187"
6050,"128,194,3,66,145,21,30"
6051,"135,74,141,21,118,124"
6052,"448,65,64,93"
6053,"224,160,324,41,315"
6054,"226,406,131,134"
6055,"100,292,199,367,53,374"
6056,"448,64,10,80,54"
6057,"128,194,40,139,145,155"
6058,"38,264,105,106,240"
6059,"193,131,484,255,38,63"
6060,"38,493,240,145,21,124"
6061,"1,485,296,434,313,507"
6062,"4,174,15,238,17,56"
6063,"1,2,265,211,212,376,216"
6064,"448,64,524,145,93"
6065,"199,135,169,431,21,187"
6066,"162,163,131,395,496,241"
6067,"160,33,40,41,21,315"
6068,"384,418,457,265,218"
6069,"34,3,21,187,447"
6070,"64,38,264,80,54,55"
6071,"131,38,265,406,63,415"
6072,"72,11,12,44,220,221"
6073,"336,296,420,333"
6074,"128,194,3,199,200,170,145,337,311"
6075,"448,64,524,80,145"
6076,"128,321,194,202,111,271,145"
6077,"64,265,80,145,402,376"
6078,"417,296,40,139,316,30"
6079,"3,325,15,16,53"
6080,"160,40,41,523,334,53"
6081,"0,514,8,74,303,216"
6082,"193,131,38,77,31,63"
6083,"199,170,108,436,21,343"
6084,"38,135,309,24,250,62"
6085,"64,323,199,170,145,181,93"
6086,"356,199,329,170,41,149"
6087,"160,40,201,41,315"
6088,"323,199,170,43,145,181,24"
6089,"323,199,170,43,145,181,24"
6090,"165,38,74,240,91"
6091,"128,356,199,329,170,186"
6092,"40,226,131"
6093,"40,41,139,21,187,286"
6094,"64,38,71,264,80,24"
6095,"3,21,85,86,379"
6096,"38,8,240,308,87"
6097,"160,128,334,186,315"
6098,"160,131,166,41,15,241,151,286"
6099,"355,291,424,271,218"
6100,"38,71,264,24,91"
6101,"3,301,21,85,158"
6102,"17,18,3,58"
6103,"240,264,91,38"
6104,"33,187,21,127"
6105,"64,448,38,240,145,402"
6106,"10,43,145,181,24,60"
6107,"354,484,211,212,216,255"
6108,"448,64,524,80,145"
6109,"64,323,199,170,145,181,93"
6110,"488,425,265,399"
6111,"34,265,116,376,447"
6112,"448,64,524,92,145,60"
6113,"448,64,524,79,145"
6114,"3,4,262,105,238"
6115,"259,199,135,169,170,426,431,311"
6116,"418,38,265,240,279,249"
6117,"512,256,515,265,218,255"
6118,"3,325,15,16,53"
6119,"38,39,366,92,271,60"
6120,"64,323,199,10,170,60,93"
6121,"0,265,341,349"
6122,"418,259,38,199,39,265,170,426,311"
6123,"96,323,199,169,170,31"
6124,"3,40,41,243,21,184"
6125,"3,301,21,85,86"
6126,"128,160,130,166,40,15,151"
6127,"326,105,10,220,221"
6128,"514,38,8,308,440"
6129,"325,15,16,111,53,284"
6130,"145,242,402,23,24,220"
6131,"128,195,199,170,426,77,337,274,311,31"
6132,"160,3,135,21,250,315"
6133,"64,448,10,44,80,145"
6134,"3,4,7,108,21"
6135,"199,135,170,431,436,343"
6136,"3,40,41,139,21,286"
6137,"34,3,199,200,170,337,311,447"
6138,"326,105,10,220,221"
6139,"38,74,21,309,23,124"
6140,"160,40,145,146,315"
6141,"387,291,457,271,218"
6142,"199,135,170,138,436,343"
6143,"169,170,171,199"
6144,"67,10,11,44,145,402,54"
6145,"128,324,40,41,139,186"
6146,"169,170,42,41,21,187"
6147,"64,72,11,12,44,80"
6148,"102,40,139,21,187"
6149,"32,383,297,265,208,31"
6150,"384,265,49,23,24"
6151,"160,40,145,146,315"
6152,"3,19,4,7"
6153,"384,265,297,49,24"
6154,"128,195,108,21,124"
6155,"3,102,40,139,21"
6156,"199,169,170,171,426,337,274,311"
6157,"111,112,15,178,17,56,30"
6158,"3,325,523,15,53"
6159,"89,26,23,231"
6160,"67,10,11,44,220,221"
6161,"259,131,199,169,170,426,241,311"
6162,"34,3,115,21,187"
6163,"34,199,200,170,48,337,21,311,447"
6164,"40,10,145,402,220"
6165,"481,372,218,475,255"
6166,"259,135,199,170,426,431,311,382"
6167,"366,271,304,209,208,216"
6168,"4,325,238,51,52,53"
6169,"38,71,368,184,24,94"
6170,"1,199,169,170,426,337,434,311,223"
6171,"128,194,228,100,5,145,222"
6172,"327,456,265,8,271,376"
6173,"0,8,425,265,235"
6174,"38,264,145,402,54,55"
6175,"145,402,54,55,95"
6176,"64,418,38,265,80,82"
6177,"64,10,44,80,145,54,95"
6178,"111,119,21,278,182,277"
6179,"40,226,131,486"
6180,"199,425,170,265,426,337,340,311,223"
6181,"3,174,4,238"
6182,"204,13,14,17,58"
6183,"199,169,170,426,337,21,311,187,223"
6184,"326,265,10,105,376,220"
6185,"199,170,395,396,76,426,337,23,311,223"
6186,"3,19,4,7"
6187,"0,1,2,483"
6188,"493,145,402,370,216"
6189,"34,3,263,21,187"
6190,"169,170,337,339,436,311"
6191,"34,199,46,115,21,343"
6192,"3,199,200,170,337,21,311"
6193,"0,313,346,501"
6194,"169,265,340,21,311,124"
6195,"160,40,315,334"
6196,"169,21,311,187,124"
6197,"3,199,200,170,337,21,311,126"
6198,"64,38,71,456,271,80,24"
6199,"64,323,199,170,43,461,24"
6200,"128,194,515,265,76,145,23"
6201,"259,260,199,169,170,426,311"
6202,"323,199,233,170,239,51,60"
6203,"128,130,163,162,44,468"
6204,"97,331,228,5"
6205,"32,290,180,120,31"
6206,"3,199,200,41,170,42,337,21,311"
6207,"3,188,4"
6208,"128,194,3,199,200,170,145,337,85,311"
6209,"265,429,271,409,26,27"
6210,"199,170,111,112,436,343"
6211,"8,395,396,49,405,24"
6212,"415,265,77,60,92,31"
6213,"326,105,10,493,145,220"
6214,"131,201,41,406,215"
6215,"227,4,174,435,30"
6216,"3,435,4,174"
6217,"64,418,38,265,80,87"
6218,"384,418,265,49,24"
6219,"448,64,524,80,145"
6220,"128,194,3,145,21,187"
6221,"448,64,24,90,62"
6222,"128,129,40,313,346"
6223,"128,129,195,265,340"
6224,"4,388,293,111,435,85"
6225,"131,494,241,406,184"
6226,"514,8,111,83,54,123"
6227,"10,11,109,220,221"
6228,"128,129,40,76,23"
6229,"3,15,17,51,52,56"
6230,"67,10,11,44,54,220,221"
6231,"3,19,4,238"
6232,"128,194,34,263,145,21,187"
6233,"193,386,131,135,40"
6234,"323,199,170,43,145,181,24"
6235,"38,264,10,44,145,54,95"
6236,"323,199,233,170,145,51,181"
6237,"64,354,259,199,170,426,311,216,93"
6238,"34,3,115,21,187"
6239,"417,296,74,118,23"
6240,"38,137,105,493,145,23"
6241,"0,456,425,265,271"
6242,"454,265,10,376,220,31"
6243,"64,69,11,44,205,80"
6244,"199,169,170,426,337,21,311,187,223"
6245,"64,10,80,83,54"
6246,"64,10,80,115,21,54"
6247,"160,128,243,247,184,186"
6248,"199,169,170,426,337,21,311,187,223"
6249,"484,69,10,11,44,255"
6250,"160,129,128,166,40,15,151"
6251,"199,169,170,436,343,311"
6252,"108,243,21,184,126"
6253,"34,199,200,170,108,337,21,311,447"
6254,"128,129,40,76,23"
6255,"96,111,120,121,282,31"
6256,"0,1,456,271,434"
6257,"32,4,392,433,31"
6258,"72,11,12,44,60,61"
6259,"160,203,147,247,120,217"
6260,"128,194,99,15,16,145,53"
6261,"199,456,169,231,271,26"
6262,"38,135,309,24,250,62"
6263,"353,515,265,271,21,187"
6264,"454,10,220,221,31"
6265,"226,131,40,368,184"
6266,"10,145,220,181,60,221"
6267,"64,448,10,44,80,145"
6268,"240,137,38,87"
6269,"512,515,265,332,53,218"
6270,"448,64,323,199,170,382"
6271,"323,199,170,43,145,181,24"
6272,"0,8,457,206,218"
6273,"34,3,17,18,447"
6274,"68,199,200,170,337,21,53,311,187"
6275,"34,199,143,111,441,382"
6276,"288,128,195,304,497,216"
6277,"199,169,170,426,265,337,340,311,223"
6278,"128,0,40,313,346"
6279,"32,514,8,180,120,31"
6280,"72,11,12,44,60,61"
6281,"454,426,145,402,508,31"
6282,"355,265,271,370,438,216"
6283,"3,68,467,53,85"
6284,"323,199,170,10,145,181,60"
6285,"38,74,107,44,10,145,23"
6286,"10,24,25,220,221"
6287,"97,228,5,6"
6288,"296,300,111,371,123"
6289,"199,200,169,170,337,21,311,187"
6290,"0,257,8,235,216"
6291,"224,41,40,160"
6292,"199,265,170,426,337,340,21,311,187,223"
6293,"3,199,200,170,48,337,21,311"
6294,"38,456,8,271,308,440"
6295,"96,111,120,121,282,31"
6296,"135,199,138,374,343"
6297,"0,265,438,216,313,346"
6298,"64,67,11,44,80,54,95"
6299,"34,259,199,263,170,426,143,311"
6300,"199,170,171,426,145,437,508"
6301,"488,425,515,265"
6302,"199,169,170,171,265,344"
6303,"128,194,168,177,145,17,30"
6304,"0,351,400,218,255"
6305,"448,64,43,145,181,24"
6306,"131,199,202,111,241,382"
6307,"297,265,340,21,187"
6308,"327,488,265,8,344"
6309,"451,50,147,148,21,127"
6310,"3,199,200,170,337,21,311"
6311,"323,199,170,43,145,181,24"
6312,"288,484,208,497,373,255"
6313,"241,142,131,406"
6314,"38,454,145,82,402,31"
6315,"131,170,459,241,406"
6316,"160,131,166,15,151,315,159"
6317,"34,3,263,21,187"
6318,"128,130,163,162,40"
6319,"419,11,204,13,14"
6320,"160,33,528,21,311,247"
6321,"394,432,145,402,277,255"
6322,"3,199,200,170,48,337,21,311"
6323,"10,493,145,220,221"
6324,"64,11,205,80,24,59"
6325,"69,10,11,44,24,62"
6326,"38,8,457,308,440,218"
6327,"10,145,402,220,221"
6328,"199,169,170,171,459"
6329,"38,199,296,169,170,240,337,251"
6330,"296,395,11,396,109,336"
6331,"326,105,10,220,221"
6332,"131,38,296,460,241,87"
6333,"40,145,115,83,21,54"
6334,"0,265,211,212,376,216"
6335,"0,484,279,216,249,255"
6336,"456,265,271,399,280,255"
6337,"384,64,265,80,49,24"
6338,"96,258,420,296,31"
6339,"40,131,134"
6340,"420,296,333,60,92"
6341,"265,492,366,271,208,209"
6342,"448,64,524,145,83,54"
6343,"3,227,4,174,30"
6344,"33,1,483,277,278,21"
6345,"187,108,21,22"
6346,"38,231,8,206,240,26"
6347,"10,83,54,95"
6348,"448,64,10,220,221"
6349,"288,97,0,3,5"
6350,"3,4,51,52,188"
6351,"3,17,18,21,187"
6352,"0,8,206,208,369,249"
6353,"3,515,326,105,265,50"
6354,"3,199,13,150,382"
6355,"128,38,71,175,243,24,184"
6356,"34,3,169,21,311,187"
6357,"38,137,493,240,145"
6358,"34,169,143,21,311,187"
6359,"0,456,522,271,216"
6360,"0,8,206,208,369"
6361,"96,323,199,170,145,181,31"
6362,"199,40,41,111,474,382"
6363,"355,26,271,313,346,27"
6364,"10,43,145,181,24,60"
6365,"321,265,363,271,399"
6366,"97,331,228,5"
6367,"64,10,80,83,54"
6368,"3,199,200,170,48,337,21,311"
6369,"448,64,288,79,498"
6370,"66,3,325,53,30"
6371,"128,194,3,40,139,17,145"
6372,"323,199,10,170,145,181,60"
6373,"224,135,40,41,138"
6374,"419,11,13,14,401"
6375,"64,38,264,10,44,80,145"
6376,"3,4,301,19,21"
6377,"108,204,13,243,21,184"
6378,"3,41,42,147,148,85"
6379,"64,38,71,80,243,24,184"
6380,"448,64,524,145,402"
6381,"66,3,199,200,170,337,311,30"
6382,"64,231,335,23,26"
6383,"419,11,13,208,506,383"
6384,"1,2,199,169,277,278"
6385,"3,325,168,15,17,53"
6386,"68,267,111,21,53,182"
6387,"40,226,131"
6388,"160,166,41,15,215,151,315"
6389,"454,265,493,145,376,31"
6390,"40,145,115,83,21,54"
6391,"199,170,337,339,436,343"
6392,"323,199,170,43,145,181,24"
6393,"484,211,212,216,254,255"
6394,"488,457,425,265,218"
6395,"384,265,340,341"
6396,"8,0,514,206"
6397,"291,265,271,438,444"
6398,"80,461,64,93"
6399,"326,105,10,220,221"
6400,"448,64,80,93"
6401,"40,145,146,83,54"
6402,"448,64,10,220,221"
6403,"57,5,3,133"
6404,"38,72,264,11,12,44"
6405,"40,226,131"
6406,"448,64,524,80,145"
6407,"356,199,487,329,170,426"
6408,"323,199,170,43,145,181,24"
6409,"0,456,457,271,216,218"
6410,"240,137,91,38"
6411,"296,306,371,420"
6412,"259,199,135,169,170,426,431,311"
6413,"456,429,271,213,252"
6414,"64,323,199,170,90,93"
6415,"97,228,5,108,21"
6416,"448,64,10,524,145"
6417,"376,425,349,265"
6418,"160,135,423,41,250,286"
6419,"64,322,461,80,54"
6420,"34,3,17,18,447"
6421,"131,38,406,94,60,414"
6422,"448,64,40,145,220,510"
6423,"10,145,402,83,54"
6424,"322,197,43,54,24,60"
6425,"3,332,17,18,53"
6426,"417,296,74,526,118"
6427,"3,199,200,170,337,21,311,187"
6428,"128,129,391,8,405"
6429,"10,43,145,181,24,60"
6430,"291,456,265,271,399"
6431,"131,241,145,437,406"
6432,"3,4,238,51,52"
6433,"376,265,340,384"
6434,"32,418,265,24,345,31"
6435,"224,161,135,41,138,111"
6436,"199,265,170,426,337,340,21,311,187,223"
6437,"376,425,515,265"
6438,"366,271,304,209,208,216"
6439,"3,41,21,126,191"
6440,"3,199,200,170,337,21,311,187"
6441,"199,169,170,426,265,337,340,311,223"
6442,"448,64,524,79,145"
6443,"168,17,18,220,221"
6444,"154,111,243,21,184,282"
6445,"34,3,263,21,187"
6446,"448,64,67,10,11,44,54"
6447,"3,5,6,74,307,85"
6448,"64,43,80,54,55,24"
6449,"38,199,264,296,170,337,251,94"
6450,"160,40,204,13,21,182"
6451,"322,72,44,54,60,61"
6452,"296,265,333,336,438"
6453,"64,10,473,60,93"
6454,"456,355,429,271"
6455,"64,38,264,240,80"
6456,"34,3,199,200,170,337,21,311,447"
6457,"3,325,15,111,275,53"
6458,"38,71,456,199,170,296,271,337,24,251"
6459,"80,10,64,448"
6460,"131,135,13,241,122,189"
6461,"64,10,80,220,221"
6462,"199,170,139,111,248,155,412"
6463,"451,3,15,50,147,148"
6464,"456,265,266,269,271,218"
6465,"202,108,111,21,187"
6466,"128,130,38,40,137"
6467,"169,265,340,21,311,124"
6468,"305,108,21,126"
6469,"19,4,174,375"
6470,"128,194,169,170,145,21,187"
6471,"326,105,10,220,221"
6472,"296,169,499,411"
6473,"3,105,50,23,318"
6474,"288,291,271,498,444"
6475,"448,64,145,402,54,95"
6476,"288,482,291,456,271"
6477,"291,387,457,271,218"
6478,"128,129,40,265,376"
6479,"518,43,145,181,24,28"
6480,"456,265,271,340,415"
6481,"0,8,206,208,369"
6482,"419,133,5,11,23,31"
6483,"0,160,229,230,334"
6484,"291,271,145,402,24,25"
6485,"1,2,260,38,71,170,24"
6486,"64,38,264,80,24,345"
6487,"3,4,238,15,17,56"
6488,"34,325,263,21,53,187"
6489,"199,170,337,339,436,343"
6490,"226,131,142,83,54"
6491,"64,322,43,80,54,24"
6492,"64,199,80,338,382"
6493,"199,296,169,170,337,89,26,251"
6494,"34,46,21,187,447"
6495,"448,64,105,23,318"
6496,"291,391,456,8,271"
6497,"67,10,11,44,54,24,25"
6498,"131,40,139,204,13,241"
6499,"0,485,357,271,313,444"
6500,"160,166,40,15,151,315"
6501,"64,515,197,265,461,60"
6502,"395,496,23,24,62"
6503,"67,38,264,10,11,44,54"
6504,"160,325,40,41,53"
6505,"419,233,234,11,51,21,60"
6506,"32,514,38,8,107,31"
6507,"417,514,296,8,74,118"
6508,"456,425,265,8,271,410"
